nome_completo,primeira_hab,data_local_uf,data_emissao,validade,identidade_emissor_uf,cpf,num_registro,cat_hab,nacionalidade,filiacao_pai,filiacao_mae
HELENA BORGES,06/04/2006,"16/12/1959, PORTO, AL",24/08/2025,09/01/2031,AL57361398 SSP AL,478.169.230-31,28904391267,DE,BRASILEIRO(A),BENJAMIM JESUS,DRA. ANNA LIZ ALVES
DANTE TEIXEIRA,02/01/1997,"22/02/1969, DAS NEVES PAULISTA, RR",05/02/2023,15/07/2032,RR64794460 SSP RR,278.019.634-31,85883729501,A,BRASILEIRO(A),DANTE CÂMARA,DRA. ANA LÍVIA DA CONCEIÇÃO
LUCCA GOMES,13/11/2004,"01/01/1964, SILVEIRA, PI",01/07/2024,31/10/2033,PI61929247 SSP PI,821.397.540-50,17038360708,D,BRASILEIRO(A),DIEGO MACHADO,GABRIELLY ANDRADE
LUCAS CUNHA,18/10/2007,"18/03/1970, MELO, MS",08/08/2021,20/12/2024,MS79790083 SSP MS,940.135.286-06,53664597247,D1,BRASILEIRO(A),DR. MATHIAS RODRIGUES,EMILLY ALMEIDA
NICOLE CAVALCANTE,24/12/2002,"21/07/1965, REZENDE, DF",09/05/2025,20/04/2034,DF98920614 SSP DF,630.284.195-05,67309876279,A1,BRASILEIRO(A),JOSUÉ LOPES,DRA. LUNNA NUNES
MARIA SOPHIA DA MATA,25/11/1995,"25/08/1959, ALMEIDA, ES",25/04/2025,24/08/2034,ES51091407 SSP ES,904.763.152-80,91397646314,DE,BRASILEIRO(A),DR. JOÃO PEDRO ANDRADE,DRA. VALENTINA TEIXEIRA
ANA SOPHIA GONÇALVES,12/10/2001,"05/03/1981, NOVAIS, RJ",16/05/2022,02/05/2027,RJ15411782 SSP RJ,361.702.958-21,73107990924,C1E,BRASILEIRO(A),ARTHUR MIGUEL PEREIRA,AURORA PASTOR
BRENDA PACHECO,06/04/2000,"24/10/1982, CAMPOS, PB",09/07/2024,16/07/2031,PB43415169 SSP PB,168.905.473-57,11786295606,D1,BRASILEIRO(A),EMANUEL MACHADO,SRA. ISABELA SOUZA
LIAM MOURA,23/11/1996,"24/10/1988, GUERRA DO NORTE, SC",23/01/2025,14/10/2033,SC21583052 SSP SC,512.043.967-52,41336941068,B1,BRASILEIRO(A),THEO RODRIGUES,GABRIELA PEREIRA
ISABELLA CASSIANO,13/09/1996,"27/01/1988, VARGAS, RR",08/03/2025,21/11/2034,RR25231155 SSP RR,309.516.782-21,46411230424,C1,BRASILEIRO(A),IGOR ARAÚJO,FERNANDA MACHADO
ZOE PIRES,04/11/1997,"24/10/1983, CAVALCANTE DE COSTA, PR",25/08/2025,03/04/2031,PR12288979 SSP PR,150.683.297-03,23220372087,A1,BRASILEIRO(A),CALEB GARCIA,DRA. AURORA MENDES
DAVI LUCAS VARGAS,31/01/2001,"20/04/1991, LOPES, RR",03/04/2024,04/11/2032,RR11895661 SSP RR,391.024.768-78,22146855484,A,BRASILEIRO(A),JOÃO PEDRO PORTO,ANA JÚLIA TEIXEIRA
ANA SOPHIA SAMPAIO,05/05/2003,"26/10/1999, APARECIDA, MA",01/12/2023,16/10/2027,MA70121233 SSP MA,140.679.582-85,10966086024,D,BRASILEIRO(A),FERNANDO FREITAS,RAFAELA ABREU
MATHIAS DUARTE,13/09/2000,"24/01/1980, BRITO DE MINAS, CE",31/07/2023,08/06/2032,CE82350842 SSP CE,857.614.230-90,80693691256,C1,BRASILEIRO(A),MARCELO FOGAÇA,MANUELLA FOGAÇA
ISABELLY BRITO,19/02/2004,"25/07/1983, FREITAS DO OESTE, PB",06/05/2021,10/03/2025,PB17981872 SSP PB,729.405.168-20,96751451651,BE,BRASILEIRO(A),DANIEL DA COSTA,MELISSA NOGUEIRA
CLARICE CARDOSO,20/03/1998,"06/10/2003, DA CUNHA DO OESTE, MG",03/12/2020,05/11/2030,MG93527187 SSP MG,270.134.598-79,43138033493,BE,BRASILEIRO(A),BENÍCIO CÂMARA,ALICE BRITO
SRA. ZOE PACHECO,08/03/2000,"18/05/2002, VIEIRA, AM",14/05/2021,09/12/2029,AM56784267 SSP AM,456.820.719-30,82045739086,BE,BRASILEIRO(A),SR. THALES ARAGÃO,ANA JÚLIA VIANA
JOAQUIM PIRES,25/11/1997,"16/06/1992, FREITAS ALEGRE, PA",11/08/2021,17/01/2031,PA87454158 SSP PA,206.439.875-92,38981342964,BE,BRASILEIRO(A),DIOGO NOGUEIRA,SOPHIA NUNES
DANIEL OLIVEIRA,24/08/2003,"14/03/1959, ANDRADE, PR",27/05/2021,19/07/2024,PR59620157 SSP PR,248.930.571-97,80345413694,C,BRASILEIRO(A),SR. LUIZ FERNANDO DAS NEVES,MELISSA CASSIANO
ELISA DIAS,14/07/2000,"02/04/1970, APARECIDA DO OESTE, GO",30/01/2025,07/09/2028,GO88205235 SSP GO,924.135.867-09,15561515951,DE,BRASILEIRO(A),SR. FERNANDO PEREIRA,CLARICE GONÇALVES
DANILO BARROS,11/03/2005,"28/04/2003, SOUZA, RS",18/03/2021,17/07/2024,RS67850351 SSP RS,570.924.183-05,38107885685,A1,BRASILEIRO(A),RAUL BORGES,EDUARDA DAS NEVES
SRA. ALANA GOMES,01/01/2001,"21/02/1965, FOGAÇA DOS DOURADOS, RR",02/12/2023,30/04/2031,RR91376504 SSP RR,590.634.271-07,26172556075,B,BRASILEIRO(A),DR. CAUÊ MOREIRA,ISADORA RIOS
LUANA PASTOR,25/09/1999,"14/07/1993, CALDEIRA, PA",03/09/2023,22/03/2030,PA64441877 SSP PA,059.781.243-88,93763812286,C1E,BRASILEIRO(A),RYAN CORREIA,DRA. ZOE DA ROSA
RAUL MOREIRA,06/06/2004,"14/10/2001, CAVALCANTI DAS FLORES, AP",18/09/2021,13/01/2031,AP98723608 SSP AP,459.613.708-01,61518119336,D1,BRASILEIRO(A),VALENTIM SANTOS,SRA. LUIZA COSTELA
BRUNA SIQUEIRA,16/12/2005,"28/09/1978, MOURA, BA",08/05/2022,10/08/2029,BA50444272 SSP BA,452.380.976-38,19180141139,C1,BRASILEIRO(A),LUCAS GABRIEL DAS NEVES,NINA NASCIMENTO
JOSÉ PEDRO VASCONCELOS,03/04/1996,"08/03/1963, MARQUES, SE",17/02/2023,13/05/2027,SE13636851 SSP SE,890.413.752-79,99869962775,C,BRASILEIRO(A),THEO CAMARGO,JULIANA CUNHA
ISABEL RIBEIRO,14/11/2000,"07/03/1975, MOREIRA, SE",10/06/2022,13/12/2025,SE85284398 SSP SE,093.821.576-03,20844433815,CE,BRASILEIRO(A),MIGUEL APARECIDA,MARIA EDUARDA FARIAS
OLÍVIA AZEVEDO,21/04/2000,"16/07/1960, CÂMARA DO SUL, MS",19/03/2023,29/05/2030,MS50206476 SSP MS,031.897.546-75,58381635758,B,BRASILEIRO(A),JOSÉ PEDRO PORTO,LUNNA PEREIRA
SR. BERNARDO FERNANDES,15/03/2005,"06/02/1957, FONSECA DA SERRA, AL",31/05/2025,13/06/2030,AL31204643 SSP AL,248.305.971-60,71340816436,ACC,BRASILEIRO(A),LUCAS CASA GRANDE,DRA. LARA DA ROCHA
SOPHIE SILVA,13/12/2001,"29/08/1957, SIQUEIRA, RN",10/10/2023,16/09/2027,RN59469978 SSP RN,691.307.854-48,82712556609,C,BRASILEIRO(A),THÉO FARIAS,PIETRA PASTOR
EVELYN DA ROCHA,22/12/2003,"04/04/1970, LEÃO DO NORTE, AP",28/07/2022,04/06/2029,AP34245738 SSP AP,625.801.947-11,61103817585,A,BRASILEIRO(A),ISAQUE DA MATA,GABRIELA PINTO
ALÍCIA RIOS,04/01/2002,"08/04/1997, FARIAS, PI",29/06/2022,26/07/2025,PI22635334 SSP PI,741.230.865-35,63261746505,BE,BRASILEIRO(A),LUCCA OLIVEIRA,ISADORA GONÇALVES
LUCAS GABRIEL FERNANDES,03/06/1997,"11/04/1998, NASCIMENTO, ES",08/11/2024,13/09/2034,ES41805443 SSP ES,516.238.947-19,70199078524,B,BRASILEIRO(A),CAUÃ REZENDE,PIETRA MACHADO
DANIELA ALMEIDA,11/09/2003,"28/05/2007, SIQUEIRA DE MELO, MG",13/08/2021,07/11/2024,MG62593777 SSP MG,701.895.324-32,88567919964,C1E,BRASILEIRO(A),ENZO LOPES,KAMILLY CAVALCANTI
SRA. ANA LIZ TEIXEIRA,29/07/1998,"05/02/1957, SILVA DA PRATA, BA",31/07/2025,20/12/2033,BA78015276 SSP BA,847.329.560-92,46418948388,CE,BRASILEIRO(A),CAUÊ ANDRADE,SRTA. JULIA NOVAES
CATARINA ALBUQUERQUE,08/05/2000,"12/08/1963, PIMENTA, DF",02/06/2021,19/03/2026,DF53816080 SSP DF,026.574.193-99,47787626637,BE,BRASILEIRO(A),THEO SÁ,ESTHER ALVES
MATHIAS SANTOS,26/09/2006,"03/07/2006, DA MOTA DO CAMPO, DF",01/10/2025,04/03/2031,DF54518575 SSP DF,683.459.170-20,51004183404,A1,BRASILEIRO(A),ENRICO DA CONCEIÇÃO,GABRIELA CUNHA
GABRIELA DUARTE,16/07/2007,"27/04/1974, BRITO DA SERRA, RR",27/09/2022,16/12/2026,RR90913034 SSP RR,856.470.321-17,94619930170,D,BRASILEIRO(A),RENAN CASA GRANDE,SRTA. HELOÍSA NOVAIS
NICOLE MENDES,05/02/2005,"10/02/1994, DAS NEVES DAS FLORES, ES",26/07/2023,29/09/2031,ES48107437 SSP ES,412.580.736-17,57669649902,BE,BRASILEIRO(A),SAMUEL GONÇALVES,LORENA REZENDE
MARIA SOUSA,05/10/2003,"26/06/1970, PIRES, DF",07/12/2021,22/01/2026,DF16576067 SSP DF,706.538.249-47,90194798680,C1,BRASILEIRO(A),LIAM CALDEIRA,DRA. MARIA ALICE GONÇALVES
LUIZ FERNANDO CAMARGO,28/02/2004,"12/01/2006, LEÃO, PB",09/07/2025,28/07/2031,PB20477160 SSP PB,362.794.085-74,42367566610,D1E,BRASILEIRO(A),BRYAN ABREU,MARIA ISIS PIMENTA
ANA CAROLINA VIEIRA,01/12/2000,"15/05/1958, OLIVEIRA, MG",13/07/2021,09/10/2030,MG67058442 SSP MG,642.781.903-87,73588825295,B,BRASILEIRO(A),BENÍCIO CAVALCANTI,ANA JESUS
DRA. ESTHER GONÇALVES,12/07/2002,"07/01/1956, CARDOSO, ES",03/04/2022,15/08/2030,ES90313161 SSP ES,829.143.560-05,26690675559,BE,BRASILEIRO(A),DANIEL VASCONCELOS,MARIA JULIA PIRES
CAIO GOMES,12/07/2002,"23/06/1986, CIRINO, PI",07/06/2025,21/10/2033,PI49425577 SSP PI,381.504.697-10,87198893855,C,BRASILEIRO(A),JOÃO MIGUEL SÁ,LUANA DAS NEVES
